Country_x,Country Code,Sex_x,Year_x,htn,treat,control,diagn,untreatedstage2HTN,Country_y,Income,pop,pop_tot,Indicator_b,Country_b,Year_b,GeoRegion_b,nurse,Indicator_c,Country_c,Year_c,GeoRegion_c,pharma,Indicator_d,Country_d,Year_d,GeoRegion_d,chws_n,Indicator_a,Country_a,Year_a,phy,chws,hw,treatn,controln,diagng,htn2,n_phy,b_phy,pop_htn,pop_htn_visit1,pop_htn_visit2,pop_htn_visit3,phy_s1,phy_s2,phy_s1_i1,phy_s2_i2,phy_s1_c,phy_s2_c,gaps_hf_base_s1,gaps_hf_base_s2,gaps_hf_base_s1_i1,gaps_hf_base_s2_i2,gaps_hf_base_s1_c,gaps_hf_base_s2_c,gaps_hf_6_s1,gaps_hf_6_s2,gaps_hf_3_s1,gaps_hf_3_s2,gaps_hf_6_s1_i1,gaps_hf_6_s2_i2,gaps_hf_3_s1_i1,gaps_hf_3_s2_i2,gaps_hf_6_s1_c,gaps_hf_6_s2_c,gaps_hf_3_s1_c,gaps_hf_3_s2_c,gaps_cat4_base_s1_c
Argentina,ARG,Men,2019,47.62290205,41.69771215,15.214371900000002,58.76104515,18.24117665,Argentina,Upper middle income,35000000,46200000,"Nursing and midwifery personnel (per 10,000)",Argentina,2022.0,Americas,43.54,"Pharmacists  (per 10,000)",Argentina,2022.0,Americas,4.88,,,,,,Physician per 1000,Argentina,2020.0,38.95,0.0,87.37,19.85766061428545,7.245525427459724,27.98371497534077,40.37737662254028,48.42,87.37,16668015.7175,200016188.61,100008094.305,50004047.1525,54530000.0,27265000.0,67788000.0,33894000.0,122318000.0,61159000.0,145486188.60999998,172751188.60999998,132228188.60999998,166122188.60999998,77698188.60999998,138857188.60999998,45478094.30499999,72743094.30499999,-4525952.847500004,22739047.1525,32220094.304999992,66114094.30499999,-17783952.847500004,16110047.152499996,-22309905.695000008,38849094.30499999,-72313952.8475,-11154952.847500004,5
Armenia,ARM,Men,2019,47.344535650000005,27.67535255,8.664859499999999,40.0110534,24.4005778,Armenia,Upper middle income,2100000,2800000,"Nursing and midwifery personnel (per 10,000)",Armenia,2019.0,Europe,48.26,"Pharmacists  (per 10,000)",Armenia,2019.0,Europe,0.26,,,,,,Physician per 1000,Armenia,2017.0,45.46,0.0,93.98,13.102767154297934,4.102337494999912,18.94304744090354,43.2421981550001,48.52,93.98,994235.24865,11930822.9838,5965411.491900001,2982705.7459500004,3818640.0,1909320.0,4075680.0,2037840.0,7894320.0,3947160.0,8112182.983800001,10021502.9838,7855142.983800001,9892982.9838,4036502.9838000014,7983662.983800001,2146771.4919000007,4056091.4919000007,-835934.2540499996,1073385.7459500004,1889731.4919000007,3927571.4919000007,-1092974.2540499992,944865.7459500006,-1928908.5080999995,2018251.4919000007,-4911614.25405,-964454.2540499996,3
Bhutan,BTN,Men,2019,43.34044985,26.2500233,8.829036649999999,46.54403875000001,25.23596809999999,Bhutan,Lower middle income,470000,780000,"Nursing and midwifery personnel (per 10,000)",Bhutan,2022.0,South-East Asia,20.47,"Pharmacists  (per 10,000)",Bhutan,2022.0,South-East Asia,0.68,Community Health Workers (number),Bhutan,2018.0,South-East Asia,1150.0,Physician per 1000,Bhutan,2021.0,5.6000000000000005,14.743589743589745,41.49358974358975,11.376878183949817,3.826544201531369,20.17239577260832,39.51390564846863,35.89358974358974,41.49358974358975,203700.114295,2444401.37154,1222200.68577,611100.3428849999,105280.00000000004,52640.000000000015,674799.4871794872,337399.7435897436,780079.4871794872,390039.7435897436,2339121.37154,2391761.37154,1769601.8843605125,2107001.627950256,1664321.8843605125,2054361.627950256,1116920.68577,1169560.68577,505820.34288499993,558460.3428849999,547401.1985905126,884800.9421802562,-63699.14429448731,273700.5992952563,442121.1985905126,832160.9421802562,-168979.1442944873,221060.5992952563,2
Australia,AUS,Men,2019,29.28288755,48.1154125,25.9565403,59.5077085,11.60623715,Australia,High income,20000000,26200000,"Nursing and midwifery personnel (per 10,000)",Australia,2021.0,Western Pacific,137.1,"Pharmacists  (per 10,000)",Australia,2021.0,Western Pacific,9.33,Community Health Workers (number),Australia,2006.0,Western Pacific,1012.0,Physician per 1000,Australia,2020.0,41.02,0.3862595419847328,187.8362595419848,14.08958213659364,7.60082450791943,17.42557536363679,21.682063042080568,146.81625954198475,187.8362595419848,5856577.51,70278930.12,35139465.06,17569732.53,32816000.000000007,16408000.000000004,117453007.6335878,58726503.816793896,150269007.6335878,75134503.8167939,37462930.12,53870930.120000005,-47174077.51358779,11552426.303206109,-79990077.5135878,-4855573.696793899,2323465.059999995,18731465.06,-15246267.470000006,1161732.5299999977,-82313542.57358779,-23587038.75679389,-99883275.1035878,-41156771.286793895,-115129542.5735878,-39995038.7567939,-132699275.1035878,-57564771.2867939,1
Azerbaijan,AZE,Men,2019,40.8712641,41.0636879,13.313118199999998,54.69613345,18.9540183,Azerbaijan,Upper middle income,6000000,10300000,"Nursing and midwifery personnel (per 10,000)",Azerbaijan,2020.0,Europe,57.19,"Pharmacists  (per 10,000)",Azerbaijan,2014.0,Europe,1.95,,,,,,Physician per 1000,Azerbaijan,2019.0,31.110000000000003,0.0,90.25,16.783248330808743,5.4412396994671655,22.355001154837936,35.43002440053283,59.14,90.25,2452275.846,29427310.152,14713655.076,7356827.538,7466400.000000002,3733200.000000001,14193600.0,7096800.0,21660000.0,10830000.0,21960910.151999995,25694110.152,15233710.152,22330510.152,7767310.151999999,18597310.152,7247255.075999998,10980455.075999998,-109572.46200000215,3623627.537999999,520055.0759999994,7616855.075999999,-6836772.462,260027.5379999997,-6946344.924000001,3883655.076,-14303172.462,-3473172.4620000003,3
Bahamas,BHS,Men,2019,44.5927013,52.6022132,22.24130895,65.2762701,12.96947025,Bahamas,High income,310000,400000,"Nursing and midwifery personnel (per 10,000)",Bahamas,2018.0,Americas,43.82,"Pharmacists  (per 10,000)",Bahamas,2011.0,Americas,5.34,,,,,,Physician per 1000,Bahamas,2017.0,18.55,0.0,67.71000000000001,23.45674780946517,9.918000465283669,29.108452145474217,34.67470083471633,49.16,67.71000000000001,138237.37403,1658848.48836,829424.24418,414712.12209,230020.0,115010.0,609583.9999999999,304791.99999999994,839604.0000000002,419802.0000000001,1428828.48836,1543838.48836,1049264.4883600003,1354056.48836,819244.4883599998,1239046.4883599998,599404.24418,714414.24418,184692.12209000005,299702.12209,219840.24418000013,524632.2441800002,-194871.87790999984,109920.12209000008,-10179.755820000197,409622.2441799999,-424891.8779100002,-5089.8779100000975,2
Bahrain,BHR,Men,2019,37.7175244,44.41283365,20.44623295,54.03921750000001,15.2444497,Bahrain,High income,1400000,1800000,"Nursing and midwifery personnel (per 10,000)",Bahrain,2016.0,Eastern Mediterranean,23.46,"Pharmacists  (per 10,000)",Bahrain,2015.0,Eastern Mediterranean,1.63,,,,,,Physician per 1000,Bahrain,2016.0,8.42,0.0,33.510000000000005,16.75142136867016,7.711812901797091,20.382255046131576,30.00571149820291,25.09,33.510000000000005,528045.3416,6336544.099200001,3168272.0496000005,1584136.0248000002,471520.0,235760.0,1405040.0,702520.0,1876560.0000000005,938280.0000000002,5865024.099200001,6100784.099200001,4931504.099200001,5634024.099200001,4459984.099200001,5398264.099200001,2696752.0496000005,2932512.0496000005,1112616.0248000002,1348376.0248000002,1763232.0496000005,2465752.0496000005,179096.02480000025,881616.0248000002,1291712.0496,2229992.0496000005,-292423.9752000002,645856.0248,3
Bangladesh,BGD,Men,2019,28.8846307,37.7950616,14.5550135,49.14825955,18.213,Bangladesh,Lower middle income,115000000,173600000,"Nursing and midwifery personnel (per 10,000)",Bangladesh,2021.0,South-East Asia,6.13,"Pharmacists  (per 10,000)",Bangladesh,2021.0,South-East Asia,1.01,Community Health Workers (number),Bangladesh,2020.0,South-East Asia,148713.0,Physician per 1000,Bangladesh,2021.0,6.7,8.566417050691244,22.40641705069125,10.916963965997514,4.2041618978101445,14.196293266494983,24.680468802189857,15.706417050691243,22.40641705069125,33217325.305000003,398607903.66,199303951.83,99651975.915,30820000.0,15410000.0,72249518.43317972,36124759.21658986,103069518.43317974,51534759.21658987,367787903.66,383197903.66,326358385.2268203,362483144.44341016,295538385.2268203,347073144.44341016,168483951.83,183893951.83,68831975.915,84241975.915,127054433.39682028,163179192.61341017,27402457.481820285,63527216.69841015,96234433.39682028,147769192.61341017,-3417542.5181797296,48117216.69841014,6
Barbados,BRB,Men,2019,41.63493575,59.67057115000001,33.304947899999995,69.8844297,14.38795145,Barbados,High income,210000,280000,"Nursing and midwifery personnel (per 10,000)",Barbados,2018.0,Americas,31.36,"Pharmacists  (per 10,000)",Barbados,2005.0,Americas,9.31,,,,,,Physician per 1000,Barbados,2017.0,25.5,0.0,66.17,24.843803959960542,13.866493659735973,29.09633740484892,27.76844209026403,40.67,66.17,87433.36507500001,1049200.3809000002,524600.1904500001,262300.09522500006,214200.0,107100.0,341628.0,170814.0,555828.0,277914.0,835000.3809000002,942100.3809000002,707572.3809000002,878386.3809000002,493372.3809000002,771286.3809000002,310400.1904500001,417500.1904500001,48100.095225000056,155200.09522500006,182972.1904500001,353786.1904500001,-79327.90477499994,91486.09522500006,-31227.80954999989,246686.1904500001,-293527.90477499994,-15613.904774999944,2
Belarus,BLR,Men,2019,49.09665225,47.08614035,10.1388819,67.9896142,16.21224755,Belarus,Upper middle income,6400000,9300000,"Nursing and midwifery personnel (per 10,000)",Belarus,2020.0,Europe,105.2,"Pharmacists  (per 10,000)",Belarus,2020.0,Europe,4.34,,,,,,Physician per 1000,Belarus,2019.0,44.34,0.0,153.88000000000002,23.11771858558643,4.977851588481193,33.38062444989062,44.1188006615188,109.54,153.88000000000002,3142185.744,37706228.928,18853114.464,9426557.232,11351040.0,5675520.0,28042240.000000007,14021120.000000004,39393280.00000001,19696640.000000004,26355188.928000003,32030708.928000003,9663988.927999996,23685108.928,-1687051.0720000044,18009588.928,7502074.464000002,13177594.464000002,-1924482.7679999992,3751037.232000001,-9189125.536000006,4831994.463999998,-18615682.768000007,-4594562.768000003,-20540165.53600001,-843525.5360000022,-29966722.768000007,-10270082.768000005,1
Belgium,BEL,Men,2019,29.96763045,60.05798204999999,38.5172026,67.7076512,8.1527953,Belgium,High income,8300000,11700000,"Nursing and midwifery personnel (per 10,000)",Belgium,2022.0,Europe,208.9,"Pharmacists  (per 10,000)",Belgium,2022.0,Europe,20.73,,,,,,Physician per 1000,Belgium,2021.0,62.56999999999999,0.0,292.20000000000005,17.99795411647133,11.54269293484579,20.290378697990988,18.424937515154205,229.63,292.20000000000005,2487313.32735,29847759.9282,14923879.9641,7461939.98205,20773240.0,10386620.0,76237160.0,38118580.0,97010400.00000004,48505200.000000015,9074519.9282,19461139.9282,-46389400.0718,-8270820.071800001,-67162640.07180002,-18657440.071800016,-5849360.0359000005,4537259.9641,-13311300.01795,-2924680.01795,-61313280.0359,-23194700.0359,-68775220.01795,-30656640.01795,-82086520.03590003,-33581320.03590001,-89548460.01795003,-41043260.01795001,1
Belize,BLZ,Men,2019,38.03065945,45.08352445,21.3150337,59.355083050000005,16.7534861,Belize,Upper middle income,230000,442000,"Nursing and midwifery personnel (per 10,000)",Belize,2018.0,Americas,23.48,"Pharmacists  (per 10,000)",Belize,2022.0,Americas,7.65,Community Health Workers (number),Belize,2009.0,Americas,158.0,Physician per 1000,Belize,2018.0,10.81,3.574660633484163,45.51466063348416,17.145561651636985,8.106247878099735,22.57312950101017,29.924411571900265,34.70466063348417,45.51466063348416,87470.516735,1049646.20082,524823.10041,262411.550205,99452.0,49726.0,319282.8778280544,159641.43891402718,418734.8778280544,209367.4389140272,950194.20082,999920.20082,730363.3229919455,890004.7619059727,630911.3229919455,840278.7619059727,425371.10041,475097.10041,162959.55020499998,212685.550205,205540.2225819456,365181.6614959728,-56871.32762305439,102770.1112909728,106088.2225819456,315455.6614959728,-156323.3276230544,53044.1112909728,2
Benin,BEN,Men,2019,30.94084445,24.33851885,9.1569251,37.45818005,29.01001135,Benin,Lower middle income,6500000,13700000,"Nursing and midwifery personnel (per 10,000)",Benin,2022.0,Africa,5.95,"Pharmacists  (per 10,000)",Benin,2022.0,Africa,0.29,Community Health Workers (number),Benin,2022.0,Africa,21.0,Physician per 1000,Benin,2019.0,0.62,0.0153284671532846,6.875328467153285,7.530543258812429,2.8332299515940065,11.589877223071433,28.107614498406,6.2553284671532845,6.875328467153285,2011154.88925,24133858.671,12066929.3355,6033464.66775,161200.0,80600.0,1626385.401459854,813192.700729927,1787585.401459854,893792.7007299269,23972658.671,24053258.671,22507473.269540142,23320665.970270075,22346273.269540142,23240065.970270075,11905729.3355,11986329.3355,5872264.66775,5952864.66775,10440543.934040146,11253736.634770071,4407079.266290146,5220271.967020073,10279343.934040146,11173136.634770071,4245879.266290146,5139671.967020073,4
Austria,AUT,Men,2019,33.85101755,53.95166825,27.286666850000003,63.39594305,11.3923759,Austria,High income,7400000,8900000,"Nursing and midwifery personnel (per 10,000)",Austria,2021.0,Europe,109.3,"Pharmacists  (per 10,000)",Austria,2022.0,Europe,7.73,,,,,,Physician per 1000,Austria,2021.0,54.59,0.0,171.61999999999998,18.26318868782528,9.236814384203534,21.46017180784351,24.614203165796468,117.03,171.61999999999998,2504975.2987,30059703.5844,15029851.7922,7514925.8961,16158640.0,8079320.0,34640880.0,17320440.0,50799520.0,25399760.0,13901063.584400002,21980383.5844,-4581176.415599998,12739263.584400002,-20739816.4156,4659943.584400002,-1128788.207799999,6950531.792200001,-8643714.1039,-564394.1038999995,-19611028.2078,-2290588.207799999,-27125954.1039,-9805514.1039,-35769668.2078,-10369908.2078,-43284594.1039,-17884834.1039,1
Cuba,CUB,Men,2019,39.87119045,60.54073025,32.80167345,70.08829275,11.88544085,Cuba,Upper middle income,8100000,11100000,"Nursing and midwifery personnel (per 10,000)",Cuba,2018.0,Americas,75.68,,,,,0.0,,,,,,Physician per 1000,Cuba,2018.0,84.27,0.0,159.95,24.13830985779826,13.078417692036588,27.94503668550604,26.79277275796341,75.68,159.95,3229566.42645,38754797.1174,19377398.5587,9688699.27935,27303480.0,13651740.0,24520320.0,12260160.0,51823800.0,25911900.0,11451317.117399998,25103057.1174,14234477.117399998,26494637.1174,-13069002.882600002,12842897.117399998,-7926081.441300001,5725658.558699999,-17614780.720650002,-3963040.720650001,-5142921.441300001,7117238.558699999,-14831620.72065,-2571460.7206500005,-32446401.4413,-6534501.441300001,-42135100.72065,-16223200.72065,1
Cyprus,CYP,Men,2019,30.861538,55.39507845,33.8252505,65.1129538,9.06089085,Cyprus,High income,950000,1300000,"Nursing and midwifery personnel (per 10,000)",Cyprus,2021.0,Europe,46.28,"Pharmacists  (per 10,000)",Cyprus,2021.0,Europe,13.3,Community Health Workers (number),Cyprus,2020.0,Europe,51.0,Physician per 1000,Cyprus,2021.0,53.75,0.3923076923076923,113.7223076923077,17.09577318597656,10.438992536652687,20.094858979909443,20.422545463347312,59.97230769230769,113.7223076923077,293184.611,3518215.3319999995,1759107.6659999995,879553.8329999999,2042500.0,1021250.0,2278947.6923076925,1139473.8461538462,4321447.692307692,2160723.846153846,1475715.3319999997,2496965.3319999995,1239267.639692307,2378741.485846153,-803232.3603076926,1357491.4858461537,-283392.33400000026,737857.6659999997,-1162946.167,-141696.16700000013,-519840.0263076928,619633.8198461535,-1399393.8593076926,-259920.0131538464,-2562340.0263076923,-401616.1801538463,-3441893.8593076924,-1281170.013153846,1
Czech Republic,CZE,Men,2019,41.5496006,63.62957635,36.5357348,73.8787246,8.34174185,Czech Republic,High income,8300000,10700000,"Nursing and midwifery personnel (per 10,000)",Czechia,2021.0,Europe,93.56,"Pharmacists  (per 10,000)",Czechia,2021.0,Europe,7.15,,,,,,Physician per 1000,Czechia,2021.0,54.690000000000005,0.0,155.4,26.437834836897053,15.18045188567521,30.696314999673945,26.369148714324787,100.71,155.4,3448616.8497999995,41383402.19759999,20691701.0988,10345850.549399998,18157080.0,9078540.0,33435720.000000007,16717860.000000004,51592800.0,25796400.0,23226322.197599992,32304862.197599992,7947682.197599985,24665542.19759999,-10209397.802400008,15587002.197599992,2534621.098799996,11613161.098799996,-7811229.450600002,1267310.549399998,-12744018.901200011,3973841.098799992,-23089869.45060001,-6372009.450600006,-30901098.901200004,-5104698.901200004,-41246949.4506,-15450549.450600002,1
Guinea,GIN,Men,2019,40.3904183,21.5537599,6.9498553,42.090627000000005,31.493967150000003,Guinea,Low income,6100000,15800000,"Nursing and midwifery personnel (per 10,000)",Guinea,2022.0,Africa,3.71,"Pharmacists  (per 10,000)",Guinea,2018.0,Africa,0.2,Community Health Workers (number),Guinea,2018.0,Africa,16567.0,Physician per 1000,Guinea,2018.0,2.22,10.485443037974685,16.615443037974682,8.705653782987662,2.80707562691472,17.000580310392742,37.58334267308528,14.395443037974683,16.615443037974682,2463815.5163,29565786.1956,14782893.097799998,7391446.548899999,541680.0000000001,270840.00000000006,3512488.1012658225,1756244.0506329113,4054168.101265823,2027084.0506329115,29024106.1956,29294946.1956,26053298.09433417,27809542.144967083,25511618.09433417,27538702.144967083,14241213.097799998,14512053.097799998,6849766.548899999,7120606.548899999,11270404.996534176,13026649.047167089,3878958.447634176,5635202.498267088,10728724.996534176,12755809.047167089,3337278.4476341764,5364362.498267088,4
Guinea Bissau,GNB,Men,2019,37.80949145,25.9860942,10.9116452,42.3701102,28.38822015,Guinea Bissau,Low income,950000,2100000,"Nursing and midwifery personnel (per 10,000)",Guinea-Bissau,2022.0,Africa,9.86,"Pharmacists  (per 10,000)",Guinea-Bissau,2022.0,Africa,0.009,Community Health Workers (number),Guinea-Bissau,2022.0,Africa,3975.0,Physician per 1000,Guinea-Bissau,2021.0,2.2,18.928571428571427,30.997571428571423,9.825210064737943,4.125637558948335,16.019923193424578,33.68385389105166,28.797571428571427,30.997571428571423,359190.168775,4310282.0253,2155141.01265,1077570.506325,83600.00000000001,41800.00000000001,1094307.7142857143,547153.8571428572,1177907.7142857143,588953.8571428572,4226682.0253,4268482.0253,3215974.3110142853,3763128.168157143,3132374.3110142853,3721328.168157143,2071541.01265,2113341.01265,993970.506325,1035770.506325,1060833.2983642856,1607987.155507143,-16737.207960714353,530416.6491821428,977233.2983642856,1566187.155507143,-100337.20796071435,488616.6491821428,3
Guyana,GUY,Men,2019,39.961036,46.7302077,20.05973845,62.67906555,17.2507991,Guyana,Upper middle income,520000,800000,"Nursing and midwifery personnel (per 10,000)",Guyana,2020.0,Americas,34.83,"Pharmacists  (per 10,000)",Guyana,2020.0,Americas,0.59,Community Health Workers (number),Guyana,2010.0,Americas,245.0,Physician per 1000,Guyana,2020.0,14.05,3.0625,52.5325,18.67387512187177,8.016079303510343,25.0472039488991,31.94495669648965,38.4825,52.5325,207797.3872,2493568.6464,1246784.3232,623392.1616,292240.0,146120.0,800436.0,400218.0,1092676.0,546338.0,2201328.6464,2347448.6464,1693132.6464,2093350.6464,1400892.6464,1947230.6464,954544.3232,1100664.3232,331152.1616,477272.1616,446348.3232,846566.3232,-177043.8384,223174.1616,154108.32319999998,700446.3232,-469283.8384,77054.16159999999,2
Haiti,HTI,Men,2019,42.6843975,27.247956,8.0538814,54.4914667,28.59295735,Haiti,Lower middle income,6200000,12000000,"Nursing and midwifery personnel (per 10,000)",Haiti,2018.0,Americas,4.02,"Pharmacists  (per 10,000)",Haiti,2018.0,Americas,0.31,,,,,,Physician per 1000,Haiti,2018.0,2.37,0.0,6.699999999999999,11.6306258496651,3.437750750954565,23.25935424980813,39.24664674904543,4.329999999999999,6.699999999999999,2646432.645,31757191.739999995,15878595.869999995,7939297.934999999,587760.0,293880.0,1073839.9999999998,536919.9999999999,1661599.9999999998,830799.9999999999,31169431.739999995,31463311.739999995,30683351.739999995,31220271.739999995,30095591.739999995,30926391.739999995,15290835.869999995,15584715.869999995,7351537.934999999,7645417.934999999,14804755.869999995,15341675.869999995,6865457.934999999,7402377.934999999,14216995.869999995,15047795.869999995,6277697.934999999,7108497.934999999,4
